,Date,Low,High,Close,Open
3604,2024-10-23,212.11,218.72,213.65,217.125
3603,2024-10-22,215.26,218.22,217.97,217.31
3602,2024-10-21,215.726,220.48,218.85,218.9
3601,2024-10-18,219.23,222.28,220.7,220.71
3600,2024-10-17,217.9,222.08,220.89,221.59
3599,2024-10-16,218.93,222.8199,221.33,221.4
3598,2024-10-15,217.12,224.26,219.57,220.01
3597,2024-10-14,213.74,221.91,219.16,220.13
3596,2024-10-11,214.38,223.34,217.8,220.13
3595,2024-10-10,232.34,242.7899,238.77,241.81
3594,2024-10-09,239.51,247.43,241.05,243.82
3593,2024-10-08,240.56,246.21,244.5,243.56
3592,2024-10-07,240.7,249.83,240.83,249.0
3591,2024-10-04,244.58,250.96,250.08,246.69
3590,2024-10-03,237.81,249.79,240.66,244.48
3589,2024-10-02,241.5,251.1585,249.02,247.55
3588,2024-10-01,248.53,263.98,258.02,262.67
3587,2024-09-30,255.77,264.86,261.63,259.04
3586,2024-09-27,254.12,260.6999,260.46,257.375
3585,2024-09-26,251.53,261.75,254.22,260.6
3584,2024-09-25,252.28,257.05,257.02,252.54
3583,2024-09-24,249.0501,257.19,254.27,254.08
3582,2024-09-23,241.92,250.0,250.0,242.61
3581,2024-09-20,235.92,243.99,238.25,241.52
3580,2024-09-19,232.13,244.24,243.92,234.0
3579,2024-09-18,226.88,235.68,227.2,230.09
3578,2024-09-17,226.5533,234.57,227.87,229.45
3577,2024-09-16,223.53,229.96,226.78,229.3
3576,2024-09-13,226.32,232.67,230.29,228.0
3575,2024-09-12,223.83,231.45,229.81,224.66
3574,2024-09-11,216.8003,228.47,228.13,224.55
3573,2024-09-10,218.6377,226.4,226.17,220.07
3572,2024-09-09,213.67,219.87,216.27,216.2
3571,2024-09-06,210.51,233.6,210.73,232.6
3570,2024-09-05,222.25,235.0,230.17,223.49
3569,2024-09-04,210.57,222.22,219.41,210.59
3568,2024-09-03,209.64,219.9043,210.6,215.26
3567,2024-08-30,207.03,214.5701,214.11,208.63
3566,2024-08-29,205.97,214.89,206.28,209.8
3565,2024-08-28,202.59,211.84,205.75,209.72
3564,2024-08-27,206.94,215.66,209.21,213.25
3563,2024-08-26,211.01,219.09,213.21,218.75
3562,2024-08-23,214.21,221.48,220.32,214.455
3561,2024-08-22,210.32,224.8,210.66,223.82
3560,2024-08-21,218.86,224.6594,223.27,222.67
3559,2024-08-20,219.56,228.22,221.1,224.88
3558,2024-08-19,214.09,222.98,222.72,217.07
3557,2024-08-16,210.8,219.8,216.12,211.15
3556,2024-08-15,204.82,215.88,214.14,205.02
3555,2024-08-14,198.75,208.44,201.38,207.39
3554,2024-08-13,197.06,208.49,207.83,198.47
3553,2024-08-12,194.67,199.26,197.49,199.02
3552,2024-08-09,195.11,200.88,200.0,197.05
3551,2024-08-08,192.04,200.7,198.84,195.7
3550,2024-08-07,191.48,203.49,191.76,200.77
3549,2024-08-06,192.67,202.9,200.64,200.75
3548,2024-08-05,182.0,203.8799,198.88,185.22
3547,2024-08-02,205.78,216.13,207.67,214.88
3546,2024-08-01,214.3328,231.867,216.86,227.69
3545,2024-07-31,226.7875,234.68,232.07,227.9
3544,2024-07-30,220.0,232.41,222.62,232.25
3543,2024-07-29,224.7,234.27,232.1,224.9
3542,2024-07-26,215.33,222.2799,219.8,221.19
3541,2024-07-25,216.231,226.0,220.25,216.8
3540,2024-07-24,214.71,225.99,215.99,225.42
3539,2024-07-23,245.63,255.7594,246.38,253.6
3538,2024-07-22,243.75,253.21,251.51,244.21
3537,2024-07-19,236.83,249.44,239.2,247.79
3536,2024-07-18,247.2,257.14,249.23,251.09
3535,2024-07-17,246.182,258.47,248.5,252.73
3534,2024-07-16,245.8001,258.62,256.56,255.31
3533,2024-07-15,251.73,265.6,252.64,255.97
3532,2024-07-12,233.0912,251.84,248.23,235.8
3531,2024-07-11,239.65,271.0,241.03,263.3
3530,2024-07-10,257.86,267.59,263.26,262.8
3529,2024-07-09,250.3,265.61,262.33,251.0
3528,2024-07-08,244.57,259.439,252.94,247.71
3527,2024-07-05,242.4601,252.37,251.52,249.81
3526,2024-07-03,234.25,248.35,246.39,234.56
3525,2024-07-02,218.06,231.3,231.26,218.89
3524,2024-07-01,200.85,213.23,209.86,201.02
3523,2024-06-28,195.26,203.2,197.88,199.55
3522,2024-06-27,194.05,198.72,197.42,195.17
3521,2024-06-26,186.36,197.755,196.37,186.54
3520,2024-06-25,182.01,187.97,187.35,184.4
3519,2024-06-24,182.55,188.8,182.58,184.97
3518,2024-06-21,180.69,183.95,183.01,182.3
3517,2024-06-20,179.66,185.21,181.57,184.68
3516,2024-06-18,182.37,187.2,184.86,186.56
3515,2024-06-17,177.0,188.81,187.44,177.92
3514,2024-06-14,176.92,186.0,178.01,185.8
3513,2024-06-13,181.23,191.08,182.47,188.39
3512,2024-06-12,169.8,180.55,177.29,171.12
3511,2024-06-11,167.41,174.75,170.66,173.92
3510,2024-06-10,173.17,178.57,173.79,176.06
3509,2024-06-07,175.58,179.35,177.48,176.13
3508,2024-06-06,172.73,179.73,177.94,174.6
3507,2024-06-05,172.13,176.15,175.0,175.35
3506,2024-06-04,174.0,177.755,174.77,174.775
3505,2024-06-03,174.49,182.6389,176.29,178.13
3504,2024-05-31,173.82,180.32,178.08,178.5
3503,2024-05-30,175.38,182.67,178.79,178.575
3502,2024-05-29,173.93,178.15,176.19,174.19
3501,2024-05-28,173.16,178.25,176.75,176.4
3500,2024-05-24,173.73,180.08,179.24,174.835
3499,2024-05-23,173.26,181.9,173.74,181.8
3498,2024-05-22,178.12,183.8,180.11,182.85
3497,2024-05-21,174.71,186.875,186.6,175.51
3496,2024-05-20,173.52,177.754,174.95,177.56
3495,2024-05-17,172.75,179.63,177.46,173.55
3494,2024-05-16,171.43,175.79,174.84,174.1
3493,2024-05-15,173.11,180.0,173.99,179.9
3492,2024-05-14,174.07,179.49,177.55,174.4959
3491,2024-05-13,169.0,175.4,171.89,170.0
3490,2024-05-10,167.75,173.0599,168.47,173.05
3489,2024-05-09,171.37,175.62,171.97,175.01
3488,2024-05-08,170.15,176.06,174.72,171.59
3487,2024-05-07,177.4,183.26,177.81,182.4
3486,2024-05-06,182.2,187.56,184.76,183.8
3485,2024-05-03,178.42,184.78,181.19,182.1
3484,2024-05-02,176.02,184.6,180.01,182.86
3483,2024-05-01,179.01,185.86,179.99,182.0
3482,2024-04-30,182.8401,190.95,183.28,186.98
3481,2024-04-29,184.54,198.87,194.05,188.42
3480,2024-04-26,166.37,172.12,168.29,168.85
3479,2024-04-25,158.36,170.88,170.18,158.96
3478,2024-04-24,157.51,167.97,162.13,162.84
3477,2024-04-23,141.11,147.26,144.68,143.33
3476,2024-04-22,138.8025,144.44,142.05,140.56
3475,2024-04-19,146.22,150.94,147.05,148.97
3474,2024-04-18,148.7,152.2,149.93,151.25
3473,2024-04-17,153.78,158.33,155.45,157.64
3472,2024-04-16,153.75,158.19,157.11,156.742
3471,2024-04-15,161.38,170.69,161.48,170.24
3470,2024-04-12,170.3644,173.8099,171.05,172.34
3469,2024-04-11,168.51,175.88,174.6,172.55
3468,2024-04-10,170.01,174.93,171.76,173.04
3467,2024-04-09,171.92,179.22,176.88,172.91
3466,2024-04-08,167.79,174.5,172.98,169.34
3465,2024-04-05,160.51,170.86,164.9,169.08
3464,2024-04-04,168.01,177.19,171.11,170.07
3463,2024-04-03,163.28,168.82,168.38,164.02
3462,2024-04-02,163.43,167.69,166.63,164.75
3461,2024-04-01,170.21,176.75,175.22,176.17
3460,2024-03-28,175.3,179.57,175.79,177.45
3459,2024-03-27,176.0,181.91,179.83,181.41
3458,2024-03-26,177.38,184.25,177.67,178.58
3457,2024-03-25,168.73,175.24,172.63,168.76
3456,2024-03-22,166.3,171.2,170.83,166.69
3455,2024-03-21,171.8,178.18,172.82,176.39
3454,2024-03-20,170.82,176.25,175.66,173.0
3453,2024-03-19,167.42,172.82,171.32,172.36
3452,2024-03-18,165.9,174.72,173.8,170.02
3451,2024-03-15,160.76,165.1845,163.57,163.16
3450,2024-03-14,160.51,171.17,162.5,167.77
3449,2024-03-13,169.15,176.05,169.48,173.05
3448,2024-03-12,172.4101,179.43,177.54,177.77
3447,2024-03-11,174.8,182.87,177.77,175.45
3446,2024-03-08,174.7,182.73,175.34,181.5
3445,2024-03-07,173.7,180.04,178.65,174.35
3444,2024-03-06,173.7,181.576,176.54,179.99
3443,2024-03-05,177.57,184.59,180.74,183.05
3442,2024-03-04,186.72,199.75,188.14,198.73
3441,2024-03-01,198.5,204.52,202.64,200.52
3440,2024-02-29,198.4463,205.28,201.88,204.18
3439,2024-02-28,198.44,205.3,202.04,200.42
3438,2024-02-27,198.26,205.6,199.73,204.04
3437,2024-02-26,192.0,201.78,199.4,192.29
3436,2024-02-23,191.5,197.57,191.97,195.31
3435,2024-02-22,191.36,198.32,197.41,194.0
3434,2024-02-21,191.95,199.44,194.77,193.36
3433,2024-02-20,189.13,198.6,193.76,196.13
3432,2024-02-16,197.4,203.17,199.95,202.06
3431,2024-02-15,188.8595,200.88,200.45,189.16
3430,2024-02-14,183.35,188.89,188.71,185.3
3429,2024-02-13,182.1087,187.26,184.02,183.99
3428,2024-02-12,187.28,194.73,188.13,192.11
3427,2024-02-09,189.48,194.12,193.57,190.18
3426,2024-02-08,185.58,191.6171,189.56,189.0
3425,2024-02-07,182.68,189.79,187.58,188.18
3424,2024-02-06,177.11,186.49,185.1,177.21
3423,2024-02-05,175.01,184.68,181.06,184.26
3422,2024-02-02,182.0,188.69,187.91,185.04
3421,2024-02-01,184.28,189.88,188.86,188.5
3420,2024-01-31,185.8459,193.97,187.29,186.995
3419,2024-01-30,190.61,196.3593,191.59,195.33
3418,2024-01-29,183.67,191.48,190.93,185.63
3417,2024-01-26,182.1,186.78,183.25,185.5
3416,2024-01-25,180.06,193.0,182.63,189.7
3415,2024-01-24,206.77,212.73,207.83,211.88
3414,2024-01-23,207.7516,215.65,209.14,211.3
3413,2024-01-22,206.27,217.8,208.8,212.26
3412,2024-01-19,207.56,213.19,212.19,209.99
3411,2024-01-18,208.74,217.45,211.88,216.88
3410,2024-01-17,212.01,215.67,215.55,214.86
3409,2024-01-16,212.18,223.49,219.91,215.1
3408,2024-01-12,217.1501,225.34,218.89,220.08
3407,2024-01-11,225.37,230.93,227.22,230.57
3406,2024-01-10,231.29,235.5,233.94,235.1
3405,2024-01-09,232.04,238.9646,234.96,238.11
3404,2024-01-08,235.3,241.25,240.45,236.14
3403,2024-01-05,234.9001,240.1196,237.49,236.86
3402,2024-01-04,237.73,242.7,237.93,239.25
3401,2024-01-03,236.32,245.68,238.45,244.98
3400,2024-01-02,244.41,251.25,248.42,250.08
3399,2023-12-29,247.43,255.19,248.48,255.1
3398,2023-12-28,252.71,265.13,253.18,263.66
3397,2023-12-27,257.52,263.34,261.44,258.35
3396,2023-12-26,252.91,257.97,256.61,254.49
3395,2023-12-22,251.37,258.22,252.54,256.76
3394,2023-12-21,248.55,254.7999,254.5,251.9
3393,2023-12-20,247.0,259.84,247.14,256.41
3392,2023-12-19,253.01,258.3399,257.22,253.48
3391,2023-12-18,251.36,258.74,252.08,253.78
3390,2023-12-15,248.3,254.13,253.5,251.21
3389,2023-12-14,240.79,253.88,251.05,241.22
3388,2023-12-13,228.2,240.3,239.29,234.19
3387,2023-12-12,233.87,238.99,237.01,238.55
3386,2023-12-11,237.45,243.441,239.74,242.74
3385,2023-12-08,239.2701,245.27,243.84,240.27
3384,2023-12-07,236.98,244.08,242.64,241.55
3383,2023-12-06,239.1709,246.57,239.37,242.92
3382,2023-12-05,233.7,246.66,238.72,233.87
3381,2023-12-04,233.2902,239.3733,235.58,235.75
3380,2023-12-01,231.9,240.19,238.83,233.14
3379,2023-11-30,236.91,245.22,240.08,245.14
3378,2023-11-29,242.76,252.75,244.14,249.21
3377,2023-11-28,234.01,247.0,246.72,236.68
3376,2023-11-27,232.1,238.33,236.08,236.89
3375,2023-11-24,232.33,238.75,235.45,233.75
3374,2023-11-22,231.4,244.01,234.21,242.04
3373,2023-11-21,233.34,243.62,241.2,235.04
3372,2023-11-20,231.02,237.1,235.6,234.04
3371,2023-11-17,226.54,237.39,234.3,232.0
3370,2023-11-16,230.96,240.88,233.59,239.49
3369,2023-11-15,236.45,246.7,242.84,239.29
3368,2023-11-14,230.72,238.135,237.41,235.03
3367,2023-11-13,211.6101,225.4,223.71,215.6
3366,2023-11-10,205.69,215.38,214.65,210.03
3365,2023-11-09,206.68,220.8,209.98,219.75
3364,2023-11-08,217.64,224.15,222.11,223.15
3363,2023-11-07,215.72,223.12,222.18,219.98
3362,2023-11-06,215.0,226.32,219.27,223.98
3361,2023-11-03,218.4,226.3701,219.96,221.15
3360,2023-11-02,211.45,219.2,218.51,212.97
3359,2023-11-01,197.85,205.99,205.66,204.04
3358,2023-10-31,194.07,202.8,200.84,196.12
3357,2023-10-30,194.67,210.88,197.36,209.28
3356,2023-10-27,205.77,212.41,207.3,210.6
3355,2023-10-26,204.88,214.8,205.76,211.32
3354,2023-10-25,212.2,220.1,212.42,215.88
3353,2023-10-24,214.11,222.05,216.52,216.5
3352,2023-10-23,202.51,216.98,212.08,210.0
3351,2023-10-20,210.42,218.8606,211.99,217.01
3350,2023-10-19,216.78,230.61,220.11,225.95
3349,2023-10-18,242.08,254.63,242.68,252.7
3348,2023-10-17,247.08,257.183,254.85,250.1
3347,2023-10-16,248.48,255.3999,253.92,250.05
3346,2023-10-13,250.22,259.6,251.12,258.9
3345,2023-10-12,256.6307,265.41,258.87,262.92
3344,2023-10-11,260.9,268.6,262.99,266.2
3343,2023-10-10,257.65,268.94,263.62,257.75
3342,2023-10-09,252.05,261.36,259.67,255.31
3341,2023-10-06,250.65,261.65,260.53,253.98
3340,2023-10-05,256.25,263.6,260.05,260.0
3339,2023-10-04,247.6,261.86,261.16,248.14
3338,2023-10-03,244.45,250.02,246.53,248.61
3337,2023-10-02,242.62,254.2799,251.6,244.81
3336,2023-09-29,246.35,254.77,250.22,250.0
3335,2023-09-28,238.65,247.55,246.38,240.02
3334,2023-09-27,234.58,245.33,240.5,244.262
3333,2023-09-26,241.6601,249.55,244.12,242.98
3332,2023-09-25,238.31,247.1,246.99,243.38
3331,2023-09-22,244.48,257.7888,244.88,257.4
3330,2023-09-21,254.21,260.86,255.7,257.85
3329,2023-09-20,262.4606,273.93,262.59,267.04
3328,2023-09-19,261.2,267.85,266.5,264.35
3327,2023-09-18,263.7601,271.44,265.28,271.16
3326,2023-09-15,271.0,278.98,274.39,277.55
3325,2023-09-14,270.42,276.7094,276.04,271.32
3324,2023-09-13,268.1,274.98,271.3,270.07
3323,2023-09-12,266.6,278.39,267.48,270.76
3322,2023-09-11,260.61,274.85,273.58,264.27
3321,2023-09-08,246.67,256.52,248.5,251.22
3320,2023-09-07,243.265,252.81,251.49,245.07
3319,2023-09-06,245.06,255.39,251.92,255.135
3318,2023-09-05,244.86,258.0,256.49,245.0
3317,2023-09-01,242.01,259.0794,245.01,257.26
3316,2023-08-31,255.05,261.18,258.08,255.98
3315,2023-08-30,250.59,260.51,256.9,254.2
3314,2023-08-29,237.77,257.48,257.18,238.58
3313,2023-08-28,235.35,244.38,238.82,242.58
3312,2023-08-25,230.35,239.0,238.59,231.31
3311,2023-08-24,228.1801,238.92,230.04,238.66
3310,2023-08-23,229.29,238.98,236.86,229.34
3309,2023-08-22,229.55,240.82,233.19,240.25
3308,2023-08-21,220.58,232.1343,231.28,221.5512
3307,2023-08-18,212.36,217.58,215.49,214.12
3306,2023-08-17,218.83,226.74,219.22,226.06
3305,2023-08-16,225.38,233.97,225.6,228.02
3304,2023-08-15,232.61,240.5,232.96,238.73
3303,2023-08-14,233.75,240.66,239.76,235.7
3302,2023-08-11,238.02,243.79,242.65,241.77
3301,2023-08-10,243.0,251.8,245.34,245.4
3300,2023-08-09,241.9,251.1,242.19,250.87
3299,2023-08-08,245.01,250.92,249.7,247.45
3298,2023-08-07,242.76,253.6511,251.45,251.45
3297,2023-08-04,253.11,264.77,253.86,260.97
3296,2023-08-03,252.0,260.49,259.32,252.04
3295,2023-08-02,250.49,259.52,254.11,255.57
3294,2023-08-01,260.25,266.47,261.07,266.26
3293,2023-07-31,263.78,269.08,267.43,267.48
3292,2023-07-28,258.2312,267.25,266.44,259.86
3291,2023-07-27,255.3,269.13,255.71,268.31
3290,2023-07-26,261.75,268.04,264.35,263.25
3289,2023-07-25,265.0,272.9,265.28,272.38
3288,2023-07-24,254.12,269.85,269.06,255.85
3287,2023-07-21,255.8,268.0,260.02,268.0
3286,2023-07-20,261.2,280.93,262.9,279.56
3285,2023-07-19,289.5201,299.29,291.26,296.04
3284,2023-07-18,286.01,295.26,293.34,290.15
3283,2023-07-17,283.57,292.23,290.38,286.625
3282,2023-07-14,276.31,285.3,281.38,277.01
3281,2023-07-13,270.6,279.45,277.9,274.59
3280,2023-07-12,271.46,276.52,271.99,276.325
3279,2023-07-11,266.37,270.9,269.79,268.65
3278,2023-07-10,265.1,277.52,269.61,276.47
3277,2023-07-07,273.77,280.78,274.43,278.43
3276,2023-07-06,272.88,279.97,276.54,278.09
3275,2023-07-05,277.6,283.85,282.48,278.82
3274,2023-07-03,275.11,284.25,279.82,276.49
3273,2023-06-30,259.89,264.45,261.77,260.6
3272,2023-06-29,253.61,260.74,257.5,258.03
3271,2023-06-28,248.89,259.88,256.24,249.7
3270,2023-06-27,240.85,250.3899,250.21,243.24
3269,2023-06-26,240.7,258.37,241.05,250.065
3268,2023-06-23,252.8,262.45,256.6,259.29
3267,2023-06-22,248.25,265.0,264.61,250.77
3266,2023-06-21,257.78,276.99,259.46,275.13
3265,2023-06-20,261.12,274.75,274.45,261.5
3264,2023-06-16,257.2091,263.6,260.54,258.92
3263,2023-06-15,247.29,258.95,255.9,248.4
3262,2023-06-14,250.5,261.57,256.79,260.17
3261,2023-06-13,251.34,259.68,258.71,253.51
3260,2023-06-12,244.59,250.97,249.83,247.94
3259,2023-06-09,242.02,252.42,244.4,249.07
3258,2023-06-08,223.01,235.23,234.86,224.22
3257,2023-06-07,223.2,230.8296,224.57,228.0
3256,2023-06-06,212.53,221.91,221.31,216.14
3255,2023-06-05,214.52,221.29,217.61,217.8
3254,2023-06-02,209.752,217.25,213.97,210.15
3253,2023-06-01,199.37,209.8,207.52,202.59
3252,2023-05-31,195.12,203.95,203.93,199.78
3251,2023-05-30,197.53,204.48,201.16,200.1
3250,2023-05-26,184.53,198.6,193.17,184.62
3249,2023-05-25,180.58,186.78,184.47,186.54
3248,2023-05-24,178.22,184.22,182.9,182.23
3247,2023-05-23,185.26,192.96,185.77,186.2
3246,2023-05-22,180.11,189.32,188.87,180.7
3245,2023-05-19,176.31,181.95,180.14,177.17
3244,2023-05-18,172.45,177.06,176.89,174.22
3243,2023-05-17,167.185,174.5,173.86,168.41
3242,2023-05-16,164.35,169.5184,166.52,165.65
3241,2023-05-15,164.5499,169.76,166.35,167.655
3240,2023-05-12,167.23,177.38,167.98,176.07
3239,2023-05-11,166.79,173.57,172.08,168.7
3238,2023-05-10,166.68,174.43,168.54,172.55
3237,2023-05-09,166.56,169.82,169.15,168.95
3236,2023-05-08,169.19,173.8,171.79,173.72
3235,2023-05-05,163.51,170.7899,170.06,163.97
3234,2023-05-04,159.65,162.95,161.2,162.71
3233,2023-05-03,159.91,165.0,160.61,160.01
3232,2023-05-02,158.93,165.49,160.31,161.88
3231,2023-05-01,158.83,163.28,161.83,163.17
3230,2023-04-28,157.32,165.0,164.31,160.9
3229,2023-04-27,152.37,160.48,160.19,152.64
3228,2023-04-26,153.14,160.67,153.75,160.29
3227,2023-04-25,158.75,163.47,160.67,159.82
3226,2023-04-24,158.61,165.65,162.55,164.65
3225,2023-04-21,161.3208,166.0,165.08,164.8
3224,2023-04-20,160.56,169.7,162.99,166.165
3223,2023-04-19,177.65,183.5,180.59,179.1
3222,2023-04-18,183.5775,187.69,184.31,187.15
3221,2023-04-17,182.69,189.69,187.04,186.32
3220,2023-04-14,182.01,186.28,185.0,183.95
3219,2023-04-13,180.94,186.5,185.9,182.955
3218,2023-04-12,180.31,191.5846,180.54,190.74
3217,2023-04-11,185.6475,189.19,186.79,186.69
3216,2023-04-10,176.11,185.1,184.51,179.94
3215,2023-04-06,179.74,186.39,185.06,183.08
3214,2023-04-05,183.76,190.68,185.52,190.515
3213,2023-04-04,190.32,198.7446,192.58,197.32
3212,2023-04-03,192.2,202.6897,194.77,199.91
3211,2023-03-31,197.2,207.79,207.46,197.53
3210,2023-03-30,194.42,197.33,195.28,195.58
3209,2023-03-29,189.44,195.29,193.88,193.13
3208,2023-03-28,185.43,192.35,189.19,192.0
3207,2023-03-27,189.94,197.39,191.81,194.415
3206,2023-03-24,187.15,192.36,190.41,191.65
3205,2023-03-23,188.65,199.31,192.22,195.26
3204,2023-03-22,190.95,200.66,191.15,199.3
3203,2023-03-21,188.04,198.0,197.58,188.28
3202,2023-03-20,176.35,186.44,183.25,178.08
3201,2023-03-17,177.33,186.2199,180.13,184.515
3200,2023-03-16,178.84,185.81,184.13,180.365
3199,2023-03-15,176.03,182.34,180.45,180.8
3198,2023-03-14,177.1401,183.8,183.26,177.31
3197,2023-03-13,163.91,177.35,174.48,167.455
3196,2023-03-10,168.44,178.29,173.44,175.13
3195,2023-03-09,172.5124,185.18,172.92,180.25
3194,2023-03-08,180.0,186.5,182.0,185.04
3193,2023-03-07,186.1,194.2,187.71,191.38
3192,2023-03-06,192.3,198.6,193.81,198.54
3191,2023-03-03,192.88,200.48,197.79,194.795
3190,2023-03-02,186.01,193.7499,190.9,186.74
3189,2023-03-01,198.52,207.2,202.77,206.21
3188,2023-02-28,203.75,211.23,205.71,210.59
3187,2023-02-27,201.26,209.42,207.63,202.03
3186,2023-02-24,192.8,197.6695,196.88,196.325
3185,2023-02-23,196.33,205.14,202.07,203.91
3184,2023-02-22,191.78,201.99,200.86,197.93
3183,2023-02-21,197.22,209.71,197.37,204.99
3182,2023-02-17,197.5,208.44,208.31,199.985
3181,2023-02-16,201.84,217.65,202.04,210.78
3180,2023-02-15,206.11,214.66,214.24,211.755
3179,2023-02-14,189.44,209.82,209.25,191.94
3178,2023-02-13,187.61,196.3,194.64,194.415
3177,2023-02-10,192.89,206.2,196.89,202.225
3176,2023-02-09,204.77,214.0,207.32,207.775
3175,2023-02-08,194.31,203.0,201.29,196.1
3174,2023-02-07,189.55,197.5,196.81,196.43
3173,2023-02-06,189.92,198.17,194.76,193.01
3172,2023-02-03,183.69,199.0,189.98,183.95
3171,2023-02-02,182.61,196.7501,188.27,187.325
3170,2023-02-01,169.93,183.805,181.41,173.89
3169,2023-01-31,162.78,174.3,173.22,164.57
3168,2023-01-30,166.5,179.77,166.66,178.05
3167,2023-01-27,161.17,180.68,177.9,162.43
3166,2023-01-26,154.76,161.42,160.27,159.965
3165,2023-01-25,138.07,146.41,144.43,141.905
3164,2023-01-24,141.1,146.5,143.89,143.0
3163,2023-01-23,134.27,145.3793,143.75,135.87
3162,2023-01-20,127.3466,133.51,133.42,128.68
3161,2023-01-19,124.3082,129.99,127.17,127.26
3160,2023-01-18,127.01,136.68,128.78,136.555
3159,2023-01-17,125.02,131.7,131.49,125.695
3158,2023-01-13,115.6,122.63,122.4,116.55
3157,2023-01-12,117.0,124.1311,123.56,122.56
3156,2023-01-11,120.51,125.95,123.22,122.09
3155,2023-01-10,114.92,122.76,118.85,121.07
3154,2023-01-09,117.11,123.52,119.77,118.96
3153,2023-01-06,101.81,114.39,113.06,103.0
3152,2023-01-05,107.1601,111.75,110.34,110.51
3151,2023-01-04,107.52,114.59,113.64,109.11
3150,2023-01-03,104.64,118.8,108.1,118.47
3149,2022-12-30,119.75,124.48,123.18,119.95
3148,2022-12-29,117.495,123.57,121.82,120.385
3147,2022-12-28,108.24,116.27,112.71,110.35
3146,2022-12-27,108.76,119.67,109.1,117.495
3145,2022-12-23,121.02,128.6173,123.15,126.37
3144,2022-12-22,122.26,136.63,125.35,136.0
3143,2022-12-21,135.89,141.26,137.57,139.335
3142,2022-12-20,137.66,148.47,137.8,146.05
3141,2022-12-19,145.82,155.25,149.87,154.0
3140,2022-12-16,150.04,160.99,150.23,159.635
3139,2022-12-15,153.28,160.9299,157.67,153.44
3138,2022-12-14,155.31,161.62,156.8,159.25
3137,2022-12-13,156.91,175.05,160.95,174.87
3136,2022-12-12,167.52,177.37,167.82,176.1
3135,2022-12-09,173.36,182.5,179.05,173.84
3134,2022-12-08,169.06,175.2,173.44,172.2
3133,2022-12-07,172.218,179.38,174.04,175.03
3132,2022-12-06,175.33,183.65,179.82,181.215
3131,2022-12-05,180.55,191.27,182.45,189.44
3130,2022-12-02,191.11,196.25,194.86,191.78
3129,2022-12-01,191.8,198.92,194.7,197.08
3128,2022-11-30,180.6301,194.76,194.7,182.43
3127,2022-11-29,178.75,186.38,180.83,184.99
3126,2022-11-28,179.0,188.5,182.92,179.96
3125,2022-11-25,180.63,185.2,182.86,185.06
3124,2022-11-23,172.5,183.62,183.2,173.57
3123,2022-11-22,166.185,170.92,169.91,168.63
3122,2022-11-21,167.54,176.77,167.87,175.85
3121,2022-11-18,176.55,185.19,180.19,185.05
3120,2022-11-17,180.9,186.16,183.17,183.96
3119,2022-11-16,185.66,192.57,186.92,191.51
3118,2022-11-15,192.06,200.8237,194.42,195.88
3117,2022-11-14,186.34,195.73,190.95,192.77
3116,2022-11-11,182.59,196.52,195.97,186.0
3115,2022-11-10,180.03,191.0,190.72,189.9
3114,2022-11-09,177.12,195.89,177.59,190.775
3113,2022-11-08,186.75,195.2,191.3,194.02
3112,2022-11-07,196.66,208.9,197.08,208.65
3111,2022-11-04,203.08,223.8,207.47,222.6
3110,2022-11-03,210.14,221.2,215.31,211.36
3109,2022-11-02,214.82,227.8699,214.98,226.04
3108,2022-11-01,227.28,237.3951,227.82,234.05
3107,2022-10-31,221.94,229.85,227.54,226.19
3106,2022-10-28,216.35,228.86,228.52,225.4
3105,2022-10-27,222.85,233.81,225.09,229.77
3104,2022-10-26,218.2,230.6,224.64,219.4
3103,2022-10-25,210.0,224.3498,222.415,210.1
3102,2022-10-24,198.5863,213.5,211.25,205.82
3101,2022-10-21,203.8,214.66,214.44,206.415
3100,2022-10-20,202.0,215.55,207.28,208.28
3099,2022-10-19,217.78,222.93,222.04,219.8
3098,2022-10-18,217.25,229.82,220.19,229.5
3097,2022-10-17,209.45,221.86,219.35,210.04
3096,2022-10-14,204.16,226.26,204.99,224.01
3095,2022-10-13,206.22,222.99,221.72,208.3
3094,2022-10-12,211.51,219.2999,217.24,215.33
3093,2022-10-11,215.0,225.75,216.5,220.945
3092,2022-10-10,218.3582,226.99,222.96,223.93
3091,2022-10-07,222.02,234.5715,223.07,233.935
3090,2022-10-06,235.35,244.58,238.13,239.44
3089,2022-10-05,233.27,246.6697,240.81,245.01
3088,2022-10-04,242.01,257.5,249.44,250.52
3087,2022-10-03,241.01,255.16,242.4,254.5
3086,2022-09-30,262.47,275.57,265.25,266.145
3085,2022-09-29,265.78,283.65,268.21,282.76
3084,2022-09-28,277.57,289.0,287.81,283.08
3083,2022-09-27,277.51,288.67,282.94,283.84
3082,2022-09-26,270.31,284.09,276.01,271.83
3081,2022-09-23,272.82,284.5,275.33,283.09
3080,2022-09-22,285.82,301.29,288.59,299.86
3079,2022-09-21,300.63,313.8,300.8,308.29
3078,2022-09-20,305.58,313.33,308.73,306.91
3077,2022-09-19,297.8,309.84,309.07,300.09
3076,2022-09-16,295.6005,303.71,303.35,299.605
3075,2022-09-15,300.7247,309.12,303.75,301.825
3074,2022-09-14,291.64,306.0,302.61,292.24
3073,2022-09-13,290.4,297.3999,292.13,292.9
3072,2022-09-12,300.4,305.49,304.42,300.72
3071,2022-09-09,291.245,299.85,299.68,291.67
